district_code,zone_id,crop,season,year,actual_yield_kg_ha,actual_yield_kg_ha_ci_low,actual_yield_kg_ha_ci_high,attainable_yield_kg_ha,yield_gap_kg_ha,yield_gap_pct,n_plots,n_segments,reliability
22.0,2,beans,A,2021,331.3385176775941,273.8056845041361,388.8713508510521,1034.7062121999309,703.3676945223367,67.97752697617211,32,19,ok
22.0,2,beans,A,2022,403.187058914935,262.46918120267776,543.9049366271922,1034.7062121999309,631.5191532849958,61.033667899054876,20,14,ok
22.0,2,beans,A,2023,290.1344118082574,185.48641547020304,394.7824081463118,1034.7062121999309,744.5718003916734,71.95973036719371,18,16,ok
22.0,2,beans,A,2024,320.8549530700469,228.15933707853873,413.5505690615551,1034.7062121999309,713.8512591298839,68.99071936681774,11,10,ok
22.0,2,beans,A,2025,426.9539487512214,370.3971455629122,483.51075193953056,1034.7062121999309,607.7522634487095,58.73669803881266,7,6,suppressed
22.0,2,beans,B,2020,605.1067768391038,472.09472706874044,738.1188266094671,1007.0473574111334,401.9405805720296,39.91277844224905,27,16,ok
22.0,2,beans,B,2021,593.0309052305629,478.8000527074979,707.2617577536279,1007.0473574111334,414.01645218057047,41.111914860181265,53,23,ok
22.0,2,beans,B,2022,646.909664003389,484.89593570486073,808.9233923019174,1007.0473574111334,360.13769340774434,35.76174355231597,24,17,ok
22.0,2,beans,B,2023,850.65130658168,701.9538740149079,999.3487391484522,1007.0473574111334,156.39605082945332,15.530158505306883,29,16,ok
22.0,2,beans,B,2024,608.0802456429035,495.09454138872337,721.0659498970836,1007.0473574111334,398.96711176822987,39.61751240714979,24,17,ok
22.0,2,beans,B,2025,380.1343322156419,304.85375790790033,455.4149065233835,1007.0473574111334,626.9130251954914,62.252586294166726,56,31,ok
23.0,1,beans,A,2020,579.7426625557179,450.2359319693278,709.2493931421079,959.6632725874421,379.9206100317242,39.588949674752385,31,15,ok
23.0,1,beans,A,2021,466.6503895238207,388.3021472952713,544.9986317523701,959.6632725874421,493.01288306362136,51.373528314193074,39,16,ok
23.0,1,beans,A,2022,610.2253771732477,506.14943231941675,714.3013220270786,959.6632725874421,349.4378954141944,36.412552756347615,27,17,ok
23.0,1,beans,A,2023,680.2276416302495,496.680692259359,863.7745910011402,959.6632725874421,279.43563095719253,29.11809162017619,26,17,ok
23.0,1,beans,A,2024,610.2452718668352,501.35195717580416,719.1385865578662,959.6632725874421,349.41800072060687,36.41047966527955,31,15,ok
23.0,1,beans,A,2025,648.6858399732744,563.0051037467374,734.3665761998113,959.6632725874421,310.9774326141677,32.404848814908895,33,15,ok
23.0,1,beans,B,2020,676.3119637607537,567.8881085474802,784.7358189740271,1091.138752246823,414.8267884860694,38.01778533040615,29,16,ok
23.0,1,beans,B,2021,667.2050841028863,536.4157760232581,797.9943921825145,1091.138752246823,423.93366814393676,38.852406925424646,47,21,ok
23.0,1,beans,B,2022,506.5332129125367,382.86259065697,630.2038351681035,1091.138752246823,584.6055393342863,53.57756180233662,23,12,ok
23.0,1,beans,B,2023,590.6125593605717,486.77378490580907,694.4513338153344,1091.138752246823,500.52619288625135,45.87191059391766,44,21,ok
