district_code,crop,season,year,lead_months,model,predicted_yield_kg_ha,ci_low,ci_high,actual_yield_kg_ha,is_backtest,reliability
56.0,beans,B,2024,3,ridge,748.063755076312,460.2924779193119,1035.835032233312,755.1151177505078,True,ok
57.0,beans,B,2024,3,ridge,384.02827717822254,96.2570000212225,671.7995543352226,541.0099143112012,True,ok
12.0,beans,A,2025,3,ridge,529.3565714847999,241.5852943277999,817.1278486418,396.91662538576924,True,ok
12.0,beans,B,2025,3,ridge,747.3114662052978,459.5401890482978,1035.0827433622978,478.1656884756898,True,ok
21.0,beans,A,2025,3,ridge,476.94799679012164,189.1767196331216,764.7192739471217,514.828242661823,True,ok
21.0,beans,B,2025,3,ridge,544.2191539325141,256.4478767755141,831.9904310895142,418.7590879606531,True,ok
22.0,beans,B,2025,3,ridge,674.4504363511783,386.6791591941782,962.2217135081783,380.1343322156419,True,ok
23.0,beans,A,2025,3,ridge,644.1745060465371,356.40322888953705,931.9457832035371,648.6858399732744,True,ok
23.0,beans,B,2025,3,ridge,677.099966773073,389.32868961607295,964.871243930073,636.2319370273411,True,ok
24.0,beans,A,2025,3,ridge,540.2882453451755,252.51696818817544,828.0595225021755,603.9523302942964,True,ok
24.0,beans,B,2025,3,ridge,512.3996667734416,224.62838961644155,800.1709439304416,367.3017268934273,True,ok
25.0,beans,A,2025,3,ridge,519.9236454187021,232.15236826170207,807.6949225757021,521.194830146367,True,ok
25.0,beans,B,2025,3,ridge,470.8833139570534,183.11203680005337,758.6545911140535,572.8304143923003,True,ok
26.0,beans,A,2025,3,ridge,436.4397627439765,148.66848558697643,724.2110399009765,365.83832847528817,True,ok
26.0,beans,B,2025,3,ridge,620.9776961912793,333.20641903427924,908.7489733482794,499.1640851203819,True,ok
27.0,beans,A,2025,3,ridge,427.1531029017402,139.38182574474018,714.9243800587403,654.8435814011353,True,ok
27.0,beans,B,2025,3,ridge,567.6909460428454,279.9196688858454,855.4622231998455,586.8725619939838,True,ok
28.0,beans,A,2025,3,ridge,381.07602408388743,93.30474692688739,668.8473012408874,448.8873999997824,True,ok
28.0,beans,B,2025,3,ridge,528.7279532788353,240.9566761218353,816.4992304358354,333.0892004326192,True,ok
31.0,beans,A,2025,3,ridge,773.6373177968082,485.8660406398082,1061.4085949538082,772.2864361210098,True,use_with_caution
31.0,beans,B,2025,3,ridge,770.7979325456172,483.02665538861714,1058.5692097026172,778.3580741525152,True,ok
32.0,beans,B,2025,3,ridge,653.1013058878386,365.3300287308386,940.8725830448386,768.8380593267212,True,ok
33.0,beans,A,2025,3,ridge,709.0885046793752,421.31722752237516,996.8597818363753,671.9563082972529,True,ok
33.0,beans,B,2025,3,ridge,621.7546692881132,333.98339213111313,909.5259464451133,631.8988678932108,True,ok
34.0,beans,A,2025,3,ridge,804.1495374278774,516.3782602708773,1091.9208145848775,904.420727056187,True,ok
35.0,beans,A,2025,3,ridge,685.102631587816,397.3313544308159,972.8739087448159,752.002274491179,True,ok
35.0,beans,B,2025,3,ridge,592.585937122079,304.814659965079,880.357214279079,720.1061634330072,True,ok
36.0,beans,A,2025,3,ridge,456.1914746689549,168.42019751195488,743.9627518259549,767.2628779845055,True,ok
36.0,beans,B,2025,3,ridge,628.9357640327809,341.1644868757808,916.707041189781,704.1725107377937,True,ok
37.0,beans,A,2025,3,ridge,527.7910823240634,240.01980516706334,815.5623594810634,954.5175620014845,True,ok
37.0,beans,B,2025,3,ridge,633.8228033178762,346.0515261608761,921.5940804748761,585.4088235683117,True,ok
41.0,beans,A,2025,3,ridge,607.2971920669662,319.52591490996616,895.0684692239663,730.5672881458955,True,ok
41.0,beans,B,2025,3,ridge,820.6891951229196,532.9179179659195,1108.4604722799197,853.4061688413839,True,ok
42.0,beans,A,2025,3,ridge,703.3475948363141,415.57631767931406,991.1188719933141,885.8088378333373,True,ok
42.0,beans,B,2025,3,ridge,941.9038600295291,654.1325828725292,1229.6751371865291,881.4090820444385,True,ok
43.0,beans,A,2025,3,ridge,894.3915283802323,606.6202512232323,1182.1628055372323,1034.861423318537,True,ok
43.0,beans,B,2025,3,ridge,1061.2496551052543,773.4783779482543,1349.0209322622543,1034.8128579681936,True,ok
44.0,beans,A,2025,3,ridge,959.4183569300536,671.6470797730535,1247.1896340870537,1024.944008381124,True,ok
44.0,beans,B,2025,3,ridge,1119.58917555989,831.81789840289,1407.36045271689,1135.2257195346212,True,ok
45.0,beans,A,2025,3,ridge,767.1355588652794,479.3642817082794,1054.9068360222795,806.3633792628747,True,ok
45.0,beans,B,2025,3,ridge,950.8253609542243,663.0540837972242,1238.5966381112244,894.8435892473964,True,ok
51.0,beans,A,2025,3,ridge,384.9225220340364,97.15124487703633,672.6937991910364,512.9031030731747,True,ok
51.0,beans,B,2025,3,ridge,551.4448522578956,263.67357510089556,839.2161294148957,432.1697713259053,True,ok
52.0,beans,B,2025,3,ridge,788.8532614614836,501.08198430448357,1076.6245386184837,729.341388222946,True,ok
53.0,beans,A,2025,3,ridge,691.68769879522,403.9164216382199,979.45897595222,597.8191264192328,True,ok
53.0,beans,B,2025,3,ridge,583.6538040207902,295.88252686379013,871.4250811777902,534.4560990772308,True,ok
54.0,beans,B,2025,3,ridge,625.8388070110667,338.06752985406666,913.6100841680668,544.0481901744342,True,ok
55.0,beans,A,2025,3,ridge,346.9208149150407,59.14953775804065,634.6920920720407,598.4438230793397,True,ok
55.0,beans,B,2025,3,ridge,538.4248586205169,250.6535814635169,826.1961357775169,505.4309223758031,True,ok
56.0,beans,A,2025,3,ridge,489.9960074744006,202.22473031740054,777.7672846314006,602.2877163648919,True,ok
56.0,beans,B,2025,3,ridge,788.8148191433747,501.0435419863747,1076.5860963003747,678.8025136728012,True,ok
57.0,beans,A,2025,3,ridge,383.64135109769927,95.87007394069923,671.4126282546993,386.9859136238421,True,ok
57.0,beans,B,2025,3,ridge,433.81544807512927,146.04417091812923,721.5867252321293,422.8693428532039,True,ok
21.0,beans,A,2019,4,ridge,451.0343658120404,161.98411187463967,740.0846197494411,619.6374048688228,True,ok
22.0,beans,A,2019,4,ridge,345.48871109395054,56.438457156549816,634.5389650313513,484.7402067863524,True,ok
23.0,beans,A,2019,4,ridge,593.6820228722879,304.6317689348872,882.7322768096886,779.7380744947134,True,use_with_caution
24.0,beans,A,2019,4,ridge,541.3976969497355,252.3474430123348,830.4479508871362,519.6327234933982,True,ok
25.0,beans,A,2019,4,ridge,486.1638797404684,197.1136258030677,775.2141336778691,644.3704490955058,True,use_with_caution
26.0,beans,A,2019,4,ridge,418.221634176924,129.17138023952327,707.2718881143247,422.9720924755827,True,ok
27.0,beans,A,2019,4,ridge,503.6727274687385,214.6224735313378,792.7229814061393,364.95553633224444,True,ok
28.0,beans,A,2019,4,ridge,411.6440036111088,122.59374967370809,700.6942575485095,294.7658700861436,True,ok
34.0,beans,A,2019,4,ridge,772.9119854904313,483.8617315530306,1061.9622394278322,1010.7052779667449,True,ok
35.0,beans,A,2019,4,ridge,684.4432078898412,395.3929539524405,973.493461827242,655.886373435089,True,ok
36.0,beans,A,2019,4,ridge,550.6642752188542,261.61402128145346,839.7145291562549,460.53444794522557,True,use_with_caution
37.0,beans,A,2019,4,ridge,660.4661794715004,371.41592553409964,949.5164334089011,687.3621242639149,True,ok
41.0,beans,A,2019,4,ridge,582.3728658078601,293.32261187045935,871.4231197452608,764.497474888374,True,ok
42.0,beans,A,2019,4,ridge,633.2631242251451,344.2128702877444,922.3133781625459,1121.6692750376585,True,ok
44.0,beans,A,2019,4,ridge,864.2101196623695,575.1598657249688,1153.2603735997702,1351.4105369393735,True,ok
45.0,beans,A,2019,4,ridge,753.2988605507612,464.2486066133605,1042.3491144881618,801.5588380661203,True,ok
52.0,beans,A,2019,4,ridge,569.1711709870575,280.1209170496568,858.2214249244582,718.453788422265,True,ok
53.0,beans,A,2019,4,ridge,606.6984367237226,317.64818278632185,895.7486906611233,853.772418321337,True,ok
55.0,beans,A,2019,4,ridge,453.176899782783,164.12664584538226,742.2271537201837,97.01253696993886,True,use_with_caution
57.0,beans,A,2019,4,ridge,430.5359454710807,141.48569153367998,719.5861994084814,179.28323628366797,True,ok
21.0,beans,A,2020,4,ridge,473.0213986023828,183.9711446649821,762.0716525397836,489.1856610915736,True,ok
21.0,beans,B,2020,4,ridge,483.12037395320414,194.0701200158034,772.1706278906049,643.8040942201189,True,ok
22.0,beans,A,2020,4,ridge,355.70960774413095,66.65935380673022,644.7598616815317,403.9809923052138,True,ok
22.0,beans,B,2020,4,ridge,620.6057983447528,331.55554440735204,909.6560522821535,605.1067768391038,True,ok
23.0,beans,A,2020,4,ridge,626.6502050424532,337.59995110505247,915.7004589798539,579.7426625557179,True,ok
23.0,beans,B,2020,4,ridge,680.0262327313073,390.9759787939066,969.0764866687081,676.3119637607537,True,ok
24.0,beans,A,2020,4,ridge,481.6329547016871,192.58270076428636,770.6832086390878,821.1798786620533,True,ok
24.0,beans,B,2020,4,ridge,494.96537090563356,205.91511696823284,784.0156248430343,411.7721534803894,True,ok
25.0,beans,A,2020,4,ridge,518.7867554795005,229.73650154209975,807.8370094169012,420.3821582192654,True,ok
25.0,beans,B,2020,4,ridge,515.6036375164508,226.5533835790501,804.6538914538515,428.07016360166745,True,ok
26.0,beans,A,2020,4,ridge,406.6500317598581,117.59977782245738,695.7002856972588,495.57931093779325,True,ok
26.0,beans,B,2020,4,ridge,570.7768514255882,281.7265974881875,859.827105362989,622.1185189965653,True,ok
27.0,beans,A,2020,4,ridge,483.1057276814401,194.05547374403938,772.1559816188408,447.9236478638276,True,ok
28.0,beans,A,2020,4,ridge,382.8467748560039,93.79652091860316,671.8970287934046,424.7185172425853,True,ok
28.0,beans,B,2020,4,ridge,470.0408056099654,180.99055167256466,759.0910595473661,526.9222915356318,True,ok
31.0,beans,A,2020,4,ridge,758.0922840693498,469.0420301319491,1047.1425380067506,747.3422583504642,True,ok
31.0,beans,B,2020,4,ridge,783.9987414967105,494.9484875593098,1073.0489954341112,684.470960651498,True,ok
32.0,beans,B,2020,4,ridge,650.1791498543234,361.1288959169227,939.2294037917242,808.9269975287929,True,ok
33.0,beans,A,2020,4,ridge,684.1306649185323,395.08041098113154,973.180918855933,667.9757689057253,True,ok
33.0,beans,B,2020,4,ridge,592.5102748936114,303.46002095621066,881.5605288310121,702.7714628133276,True,ok
34.0,beans,A,2020,4,ridge,820.3265656664215,531.2763117290208,1109.3768196038222,695.6480124251204,True,ok
35.0,beans,A,2020,4,ridge,712.0541701914652,423.0039162540645,1001.104424128866,520.4495994183198,True,ok
36.0,beans,A,2020,4,ridge,569.5043416117243,280.45408767432355,858.554595549125,368.5905832469865,True,use_with_caution
36.0,beans,B,2020,4,ridge,644.4886842374857,355.438430300085,933.5389381748864,630.8916389556109,True,ok
37.0,beans,A,2020,4,ridge,810.2378015399111,521.1875476025103,1099.288055477312,356.38247263189714,True,use_with_caution
37.0,beans,B,2020,4,ridge,635.8250345985214,346.77478066112064,924.8752885359221,616.406456270704,True,ok
41.0,beans,A,2020,4,ridge,615.2825498290574,326.2322958916567,904.3328037664581,563.366221250828,True,ok
41.0,beans,B,2020,4,ridge,835.0329535328057,545.9826995954049,1124.0832074702064,692.3544124532317,True,ok
42.0,beans,A,2020,4,ridge,748.5937614836781,459.5435075462774,1037.6440154210788,453.1014753227639,True,ok
42.0,beans,B,2020,4,ridge,931.5840104526166,642.5337565152158,1220.6342643900173,812.8980119838817,True,ok
43.0,beans,A,2020,4,ridge,901.8170551766627,612.766801239262,1190.8673091140636,815.0589056054384,True,ok
43.0,beans,B,2020,4,ridge,1059.7533360608288,770.7030821234281,1348.8035899982297,981.2169649921904,True,ok
44.0,beans,A,2020,4,ridge,953.6445540364314,664.5943000990306,1242.6948079738322,815.3762934156711,True,ok
44.0,beans,B,2020,4,ridge,1150.198108846066,861.1478549086652,1439.2483627834667,890.3783860541465,True,ok
45.0,beans,A,2020,4,ridge,780.8150694047055,491.76481546730474,1069.8653233421062,597.3695054639635,True,ok
45.0,beans,B,2020,4,ridge,925.8790973590017,636.8288434216009,1214.9293512964023,965.756511297383,True,ok
51.0,beans,A,2020,4,ridge,453.33130198212393,164.2810480447232,742.3815559195247,370.05768681000785,True,ok
51.0,beans,B,2020,4,ridge,520.4166556493661,231.3664017119654,809.4669095867669,501.5770485847095,True,use_with_caution
52.0,beans,B,2020,4,ridge,793.4327152701314,504.3824613327307,1082.4829692075323,675.4446425123492,True,ok
53.0,beans,B,2020,4,ridge,552.7248650740447,263.674611136644,841.7751190114454,687.2164164780891,True,ok
55.0,beans,A,2020,4,ridge,365.74796078064406,76.69770684324334,654.7982147180448,510.43825933533907,True,ok
55.0,beans,B,2020,4,ridge,522.7827034445311,233.73244950713035,811.8329573819318,549.0061141973023,True,ok
56.0,beans,A,2020,4,ridge,511.51008892119347,222.45983498379275,800.5603428585941,416.9230887355549,True,use_with_caution
56.0,beans,B,2020,4,ridge,764.2735941534096,475.22334021600886,1053.3238480908103,734.2013954085942,True,ok
57.0,beans,A,2020,4,ridge,335.81077849995677,46.76052456255604,624.8610324373575,556.8209055380959,True,use_with_caution
57.0,beans,B,2020,4,ridge,418.33328082476925,129.28302688736852,707.38353476217,437.19428391997576,True,ok
12.0,beans,A,2021,4,ridge,464.03819753854646,174.98794360114573,753.0884514759472,557.8416362203419,True,ok
12.0,beans,B,2021,4,ridge,615.0052745493946,325.95502061199386,904.0555284867953,743.3721240707339,True,ok
21.0,beans,A,2021,4,ridge,490.72886040982416,201.67860647242344,779.7791143472249,508.6877438968085,True,ok
21.0,beans,B,2021,4,ridge,528.4809420282236,239.43068809082285,817.5311959656243,489.6727471008479,True,ok
22.0,beans,A,2021,4,ridge,388.8617646773301,99.81151073992936,677.9120186147309,331.3385176775941,True,ok
22.0,beans,B,2021,4,ridge,624.4160919712443,335.3658380338436,913.466345908645,593.0309052305629,True,ok
23.0,beans,A,2021,4,ridge,657.8471089200848,368.79685498268407,946.8973628574855,466.6503895238207,True,ok
23.0,beans,B,2021,4,ridge,664.3322276279644,375.28197369056363,953.3824815653651,667.2050841028863,True,ok
24.0,beans,A,2021,4,ridge,560.4939215969165,271.44366765951577,849.5441755343172,508.24320681169667,True,ok
24.0,beans,B,2021,4,ridge,478.67338548961595,189.62313155221523,767.7236394270167,503.38413045434214,True,ok
25.0,beans,A,2021,4,ridge,522.7278386920015,233.67758475460073,811.7780926294022,441.6240324761577,True,ok
25.0,beans,B,2021,4,ridge,493.856744592898,204.80649065549727,782.9069985302988,441.1102969548753,True,ok
26.0,beans,A,2021,4,ridge,439.12905053403495,150.07879659663422,728.1793044714357,411.2960655400498,True,ok
26.0,beans,B,2021,4,ridge,619.6137680899861,330.5635141525854,908.6640220273869,489.56745063007,True,ok
27.0,beans,A,2021,4,ridge,492.0717971150709,203.0215431776702,781.1220510524716,447.27803476914715,True,ok
27.0,beans,B,2021,4,ridge,580.700311133156,291.65005719575527,869.7505650705567,563.7786764156778,True,ok
28.0,beans,A,2021,4,ridge,404.8587287266872,115.80847478928649,693.908982664088,391.19809944028964,True,ok
28.0,beans,B,2021,4,ridge,500.8866666716231,211.8364127342224,789.9369206090239,452.2834175611935,True,ok
31.0,beans,B,2021,4,ridge,809.0404509960036,519.9901970586029,1098.0907049334044,500.9892064533508,True,ok
32.0,beans,B,2021,4,ridge,705.0419402846378,415.9916863472371,994.0921942220385,576.7783647080919,True,ok
33.0,beans,A,2021,4,ridge,711.6829558583389,422.6327019209382,1000.7332097957396,570.0130953980276,True,ok
33.0,beans,B,2021,4,ridge,621.0236736656193,331.9734197282186,910.07392760302,478.9420781178559,True,ok
34.0,beans,A,2021,4,ridge,860.1241920791322,571.0739381417314,1149.1744460165328,463.84104623345996,True,ok
35.0,beans,A,2021,4,ridge,697.2483462043405,408.19809226693974,986.2986001417412,619.1342729651026,True,ok
35.0,beans,B,2021,4,ridge,647.3372629745086,358.28700903710785,936.3875169119093,449.1028781371135,True,ok
36.0,beans,B,2021,4,ridge,652.950733984472,363.90048004707126,942.0009879218727,493.65953941446367,True,ok
37.0,beans,B,2021,4,ridge,644.8733970365279,355.82314309912715,933.9236509739286,459.0727527985817,True,ok
41.0,beans,A,2021,4,ridge,656.152600476339,367.10234653893826,945.2028544137397,406.9625297188873,True,ok
41.0,beans,B,2021,4,ridge,842.4560053824916,553.4057514450909,1131.5062593198923,699.9808459995529,True,ok
42.0,beans,A,2021,4,ridge,720.0009043874687,430.950650450068,1009.0511583248694,679.0400328452753,True,ok
42.0,beans,B,2021,4,ridge,932.4414707463459,643.3912168089452,1221.4917246837467,790.5863501907878,True,ok
43.0,beans,A,2021,4,ridge,918.8384211974511,629.7881672600504,1207.8886751348518,783.568874727607,True,ok
43.0,beans,B,2021,4,ridge,1044.8097595711074,755.7595056337067,1333.860013508508,951.3544976734252,True,ok
44.0,beans,A,2021,4,ridge,1012.8831653769427,723.8329114395419,1301.9334193143434,583.8590446808932,True,ok
44.0,beans,B,2021,4,ridge,1115.3313979976801,826.2811440602794,1404.3816519350808,1013.0877910987398,True,ok
45.0,beans,A,2021,4,ridge,756.037629431771,466.9873754943703,1045.0878833691718,832.7952464200988,True,ok
45.0,beans,B,2021,4,ridge,954.8409522514928,665.7906983140921,1243.8912061888936,844.2429556221043,True,ok
51.0,beans,B,2021,4,ridge,534.7827554478218,245.73250151042112,823.8330093852226,457.24464844796006,True,ok
52.0,beans,B,2021,4,ridge,798.187361467769,509.1371075303683,1087.23761540517,642.976378830537,True,ok
53.0,beans,B,2021,4,ridge,582.0712072087542,293.0209532713535,871.121461146155,534.763722020416,True,ok
54.0,beans,B,2021,4,ridge,675.7526332853004,386.70237934789964,964.8028872227011,368.8230421540028,True,ok
55.0,beans,A,2021,4,ridge,412.95011388638,123.89985994897927,702.0003678237807,401.7873114427177,True,ok
55.0,beans,B,2021,4,ridge,521.87796923434,232.82771529693923,810.9282231717407,584.0520418273522,True,ok
56.0,beans,A,2021,4,ridge,552.861908535924,263.8116545985233,841.9121624733248,365.19559459502426,True,ok
56.0,beans,B,2021,4,ridge,770.7650665390814,481.7148126016807,1059.8153204764822,730.9308886678668,True,ok
57.0,beans,A,2021,4,ridge,363.46195861199374,74.41170467459301,652.5122125493945,546.0131227350576,True,ok
57.0,beans,B,2021,4,ridge,445.121795763858,156.0715418264573,734.1720497012587,362.2824083177672,True,ok
22.0,beans,A,2022,4,ridge,364.51939191986185,75.46913798246112,653.5696458572626,403.187058914935,True,ok
22.0,beans,B,2022,4,ridge,610.7300305029647,321.679776565564,899.7802844403654,646.909664003389,True,ok
23.0,beans,A,2022,4,ridge,611.6413407774421,322.5910868400414,900.6915947148428,610.2253771732477,True,ok
23.0,beans,B,2022,4,ridge,690.4552330350685,401.4049790976678,979.5054869724693,506.5332129125367,True,ok
25.0,beans,A,2022,4,ridge,479.9747777435093,190.9245238061086,769.02503168091,561.4026592578149,True,ok
25.0,beans,B,2022,4,ridge,496.0266151968931,206.97636125949236,785.0768691342938,403.271101532528,True,ok
26.0,beans,A,2022,4,ridge,375.7743422764195,86.72408833901875,664.8245962138202,684.7895939402856,True,ok
31.0,beans,A,2022,4,ridge,751.1506776379856,462.1004237005849,1040.2009315753862,761.3897839272353,True,ok
31.0,beans,B,2022,4,ridge,748.4933990592708,459.4431451218701,1037.5436529966714,830.9060370638459,True,ok
33.0,beans,A,2022,4,ridge,698.3555796125352,409.30532567513444,987.4058335499359,619.6150208082445,True,ok
33.0,beans,B,2022,4,ridge,610.6755435245038,321.6252895871031,899.7257974619046,579.7526250279614,True,ok
34.0,beans,A,2022,4,ridge,834.5600766765567,545.509822739156,1123.6103306139576,595.4296850193938,True,ok
35.0,beans,A,2022,4,ridge,652.9819954137433,363.9317414763426,942.0322493511441,816.7576201174022,True,ok
35.0,beans,B,2022,4,ridge,636.0798224027906,347.02956846538984,925.1300763401913,548.3912707002257,True,ok
36.0,beans,B,2022,4,ridge,642.8585349867994,353.8082810493987,931.9087889242002,552.446503595374,True,ok
37.0,beans,B,2022,4,ridge,601.3328106071923,312.2825566697916,890.383064544593,751.5243369886863,True,ok
41.0,beans,A,2022,4,ridge,624.7638652417547,335.713611304354,913.8141191791555,527.4204177691764,True,ok
41.0,beans,B,2022,4,ridge,801.9802491702249,512.9299952328241,1091.0305031076255,870.0964805743428,True,ok
42.0,beans,A,2022,4,ridge,718.3374308585575,429.28717692115674,1007.3876847959582,648.1837391801954,True,ok
42.0,beans,B,2022,4,ridge,879.7634402389374,590.7131863015367,1168.8136941763382,1086.5063887263952,True,ok
43.0,beans,A,2022,4,ridge,868.3286049214174,579.2783509840167,1157.3788588588181,990.1275329514121,True,ok
43.0,beans,B,2022,4,ridge,1068.8769298371976,779.8266758997969,1357.9271837745982,910.5000811157668,True,ok
44.0,beans,A,2022,4,ridge,964.107185409669,675.0569314722683,1253.1574393470696,783.1740636695346,True,ok
44.0,beans,B,2022,4,ridge,1094.4302473777325,805.3799934403318,1383.480501315133,1199.6608433369024,True,ok
45.0,beans,A,2022,4,ridge,764.8015656976373,475.7513117602366,1053.851819635038,764.7666453561189,True,ok
45.0,beans,B,2022,4,ridge,931.8422260523485,642.7919721149477,1220.892479989749,983.2769502472865,True,ok
52.0,beans,A,2022,4,ridge,714.0069389538035,424.95668501640273,1003.0571928912042,579.5546599128365,True,ok
52.0,beans,B,2022,4,ridge,759.1508159712589,470.1005620338582,1048.2010699086595,838.4882558678447,True,ok
53.0,beans,B,2022,4,ridge,594.8119169220528,305.76166298465205,883.8621708594535,453.3610518574898,True,ok
55.0,beans,A,2022,4,ridge,399.22690597924776,110.17665204184703,688.2771599166485,339.58058723940655,True,use_with_caution
55.0,beans,B,2022,4,ridge,543.7587108541362,254.70845691673549,832.8089647915369,420.5472495489038,True,ok
56.0,beans,A,2022,4,ridge,506.40336195998816,217.35310802258743,795.4536158973889,498.85653381437953,True,use_with_caution
56.0,beans,B,2022,4,ridge,745.3878709241471,456.3376169867464,1034.4381248615477,837.0733891924278,True,ok
57.0,beans,A,2022,4,ridge,382.22026286217204,93.17000892477131,671.2705167995728,339.3480763120284,True,use_with_caution
57.0,beans,B,2022,4,ridge,424.7424540145704,135.69220007716967,713.7927079519711,405.7924743852916,True,use_with_caution
12.0,beans,A,2023,4,ridge,462.01471364409775,172.96445970669703,751.0649675814984,543.1236660818237,True,ok
12.0,beans,B,2023,4,ridge,598.502558329438,309.45230439203726,887.5528122668387,753.2615579698407,True,ok
21.0,beans,A,2023,4,ridge,484.8270455871358,195.77679164973506,773.8772995245365,434.99377053225084,True,ok
21.0,beans,B,2023,4,ridge,516.1050206579441,227.0547667205434,805.1552745953448,517.4754767311985,True,ok
22.0,beans,A,2023,4,ridge,375.7175151231068,86.66726118570608,664.7677690605076,290.1344118082574,True,ok
22.0,beans,B,2023,4,ridge,568.8004717614067,279.750217824006,857.8507256988074,850.65130658168,True,ok
23.0,beans,A,2023,4,ridge,612.7817927176376,323.73153878023686,901.8320466550383,680.2276416302495,True,ok
23.0,beans,B,2023,4,ridge,694.2305096827649,405.1802557453642,983.2807636201657,590.6125593605717,True,ok
24.0,beans,A,2023,4,ridge,560.676329829872,271.62607589247125,849.7265837672727,420.0460704751517,True,ok
24.0,beans,B,2023,4,ridge,466.1928995758077,177.14264563840698,755.2431535132084,535.6666099310996,True,ok
25.0,beans,A,2023,4,ridge,521.6111043372716,232.5608503998709,810.6613582746724,425.8680595566155,True,ok
25.0,beans,B,2023,4,ridge,502.47851469558145,213.42826075818073,791.5287686329822,506.0788012899783,True,ok
26.0,beans,A,2023,4,ridge,445.60175972330455,156.55150578590383,734.6520136607053,265.1147502476002,True,use_with_caution
26.0,beans,B,2023,4,ridge,535.0851865955296,246.03493265812892,824.1354405329304,751.6845966664911,True,ok
28.0,beans,A,2023,4,ridge,426.0531504906302,137.00289655322945,715.1034044280309,225.23407252546866,True,use_with_caution
28.0,beans,B,2023,4,ridge,436.70232310662556,147.65206916922483,725.7525770440263,693.6588092537264,True,ok
31.0,beans,A,2023,4,ridge,752.2039695649098,463.1537156275091,1041.2542235023107,804.3140764560447,True,ok
31.0,beans,B,2023,4,ridge,777.662044437875,488.6117905004743,1066.7122983752756,759.7565767598445,True,ok
32.0,beans,B,2023,4,ridge,727.2408251415328,438.1905712041321,1016.2910790789335,562.6499655702936,True,ok
33.0,beans,A,2023,4,ridge,674.9010470436705,385.85079310626975,963.9513009810712,796.3130123203575,True,ok
33.0,beans,B,2023,4,ridge,638.4436127932695,349.39335885586877,927.4938667306702,497.4042138184814,True,ok
34.0,beans,A,2023,4,ridge,764.3607457840853,475.3104918466846,1053.410999721486,1098.029163536528,True,ok
35.0,beans,A,2023,4,ridge,680.319105788059,391.2688518506583,969.3693597254597,702.8239283197457,True,ok
35.0,beans,B,2023,4,ridge,620.8817206893584,331.8314667519577,909.9319746267591,637.9829985161788,True,use_with_caution
36.0,beans,A,2023,4,ridge,533.155619535606,244.10536559820525,822.2058734730067,497.0167031963794,True,use_with_caution
36.0,beans,B,2023,4,ridge,643.2417647464623,354.1915108090616,932.292018683863,654.4318578594581,True,ok
37.0,beans,B,2023,4,ridge,629.6018727106174,340.55161877321666,918.6521266480181,665.0696785492237,True,ok
41.0,beans,A,2023,4,ridge,638.0827330990093,349.03247916160853,927.13298703641,514.0571902696358,True,ok
41.0,beans,B,2023,4,ridge,821.4010900782358,532.3508361408351,1110.4513440156366,803.7400829182644,True,ok
42.0,beans,A,2023,4,ridge,753.6347082981368,464.5844543607361,1042.6849622355376,506.0932314127646,True,ok
42.0,beans,B,2023,4,ridge,925.2455733196191,636.1953193822184,1214.29582725702,925.7772432824191,True,ok
43.0,beans,A,2023,4,ridge,908.1083875852498,619.0581336478491,1197.1586415226507,835.7690223799259,True,ok
43.0,beans,B,2023,4,ridge,1017.4622703141149,728.4120163767142,1306.5125242515155,1224.2942485024867,True,ok
44.0,beans,A,2023,4,ridge,913.1804158535574,624.1301619161567,1202.230669790958,1164.0278202576249,True,ok
44.0,beans,B,2023,4,ridge,1095.9204469870003,806.8701930495996,1384.9707009244012,1252.9047621096956,True,ok
45.0,beans,A,2023,4,ridge,775.4659407509912,486.41568681359047,1064.5161946883918,729.6711427819811,True,ok
45.0,beans,B,2023,4,ridge,926.7257595431707,637.67550560577,1215.7760134805715,1032.6743570477004,True,ok
51.0,beans,A,2023,4,ridge,427.03704130913513,137.9867873717344,716.0872952465359,442.7211935277576,True,ok
51.0,beans,B,2023,4,ridge,461.09284556870114,172.0425916313004,750.1430995061019,664.6152910464535,True,ok
52.0,beans,B,2023,4,ridge,727.4941711226548,438.4439171852541,1016.5444250600556,1064.5154374318447,True,ok
53.0,beans,A,2023,4,ridge,733.3003985005981,444.2501445631974,1022.3506524379989,513.5258711697024,True,ok
53.0,beans,B,2023,4,ridge,575.15542217609,286.1051682386893,864.2056761134908,560.5773063672456,True,ok
54.0,beans,B,2023,4,ridge,564.084060221022,275.0338062836213,853.1343141584227,664.9715491924494,True,ok
55.0,beans,B,2023,4,ridge,508.45787044613473,219.407616508734,797.5081243835355,606.5494001619927,True,ok
56.0,beans,A,2023,4,ridge,490.0889408296052,201.03868689220445,779.1391947670058,618.3906215259053,True,ok
56.0,beans,B,2023,4,ridge,739.7425261617299,450.69227222432914,1028.7927800991306,841.5746343384426,True,ok
57.0,beans,B,2023,4,ridge,417.7244364275953,128.6741824901946,706.7746903649961,449.52151333712766,True,ok
21.0,beans,A,2024,4,ridge,478.87671976392255,189.82646582652183,767.9269737013233,371.5167235176715,True,ok
21.0,beans,B,2024,4,ridge,501.3359204129651,212.28566647556437,790.3861743503658,518.9151829107354,True,ok
22.0,beans,A,2024,4,ridge,367.2639077933481,78.21365385594737,656.3141617307488,320.8549530700469,True,ok
